session_id,facility_id,facility_name,county,mentor_id,provider_id,provider_cadre,session_date,session_type,scenario,steps_expected,steps_done_correctly,teamwork_score,communication_score,guideline_adherence_score,overall_competence_level,followup_required,followup_type
S01161,F021,F021 Facility,Kiambu,M004,P069,clinical_officer,2025-04-19,simulation_drill,PPH,14,10,2,2,3,intermediate,True,none
S01162,F002,F002 Facility,Busia,M014,P052,clinical_officer,2025-01-02,CME_session,sepsis,11,9,2,4,4,intermediate,True,none
S01163,F016,F016 Facility,Machakos,M003,P084,nurse_midwife,2025-07-13,bedside_coaching,neonatal_resuscitation,8,5,2,5,5,intermediate,True,none
S01164,F016,F016 Facility,Murang'a,M006,P045,nurse_midwife,2025-02-11,simulation_drill,neonatal_resuscitation,15,7,3,2,3,beginner,True,repeat_drill
S01165,F025,F025 Facility,Kiambu,M002,P004,nurse_midwife,2024-06-27,CME_session,routine_delivery,13,7,3,4,5,beginner,True,repeat_drill
S01166,F004,F004 Facility,Murang'a,M007,P113,clinical_officer,2025-06-16,simulation_drill,sepsis,9,4,5,2,2,beginner,True,repeat_drill
S01167,F029,F029 Facility,Kiambu,M009,P092,clinical_officer,2025-08-17,simulation_drill,routine_delivery,10,6,5,4,5,intermediate,True,none
S01168,F008,F008 Facility,Kakamega,M009,P111,clinical_officer,2025-07-13,simulation_drill,routine_delivery,13,8,5,5,3,intermediate,True,none
S01169,F027,F027 Facility,Murang'a,M015,P030,clinical_officer,2024-07-20,bedside_coaching,neonatal_resuscitation,8,4,5,2,2,beginner,True,repeat_drill
S01170,F011,F011 Facility,Kiambu,M015,P064,nurse_midwife,2024-08-07,bedside_coaching,routine_delivery,16,6,3,5,2,beginner,True,repeat_drill
S01171,F010,F010 Facility,Kakamega,M012,P058,clinical_officer,2024-08-15,simulation_drill,PPH,14,9,2,3,5,intermediate,True,none
S01172,F028,F028 Facility,Bungoma,M015,P040,nurse_midwife,2025-04-30,bedside_coaching,sepsis,16,15,2,4,2,advanced,False,none
S01173,F006,F006 Facility,Kisumu,M004,P087,clinical_officer,2024-12-19,simulation_drill,routine_delivery,13,8,5,4,4,intermediate,True,none
S01174,F015,F015 Facility,Kakamega,M011,P071,clinical_officer,2025-03-03,CME_session,neonatal_resuscitation,8,6,3,5,3,intermediate,True,none
S01175,F012,F012 Facility,Kakamega,M007,P108,nurse_midwife,2024-10-07,simulation_drill,eclampsia,13,8,3,2,2,intermediate,True,none
S01176,F005,F005 Facility,Machakos,M015,P014,clinical_officer,2024-02-07,simulation_drill,PPH,12,7,3,3,4,beginner,True,repeat_drill
S01177,F004,F004 Facility,Kakamega,M002,P113,clinical_officer,2024-02-11,simulation_drill,sepsis,10,8,5,4,2,intermediate,True,none
S01178,F019,F019 Facility,Machakos,M010,P073,clinical_officer,2024-04-09,simulation_drill,PPH,16,7,5,5,2,beginner,True,repeat_drill
S01179,F022,F022 Facility,Machakos,M003,P097,clinical_officer,2025-08-14,CME_session,eclampsia,12,8,4,5,5,intermediate,True,none
S01180,F015,F015 Facility,Bungoma,M009,P096,clinical_officer,2025-03-27,CME_session,eclampsia,10,9,2,5,3,advanced,False,none
S01181,F004,F004 Facility,Busia,M019,P090,nurse_midwife,2025-05-10,CME_session,PPH,16,6,2,5,4,beginner,True,repeat_drill
S01182,F028,F028 Facility,Bungoma,M016,P032,clinical_officer,2025-01-09,CME_session,sepsis,12,7,5,3,4,beginner,True,repeat_drill
S01183,F017,F017 Facility,Busia,M003,P112,nurse_midwife,2025-01-09,bedside_coaching,routine_delivery,11,4,3,4,5,beginner,True,repeat_drill
S01184,F016,F016 Facility,Kakamega,M010,P029,nurse_midwife,2024-07-29,simulation_drill,routine_delivery,13,11,2,4,5,intermediate,True,none
S01185,F003,F003 Facility,Murang'a,M008,P113,nurse_midwife,2024-05-28,CME_session,PPH,14,12,4,5,2,advanced,False,none
S01186,F028,F028 Facility,Kakamega,M002,P061,nurse_midwife,2024-10-21,CME_session,PPH,14,12,2,5,5,advanced,False,none
S01187,F004,F004 Facility,Busia,M018,P011,clinical_officer,2024-06-12,bedside_coaching,sepsis,8,7,2,2,4,advanced,False,none
S01188,F024,F024 Facility,Machakos,M001,P060,nurse_midwife,2025-03-11,simulation_drill,eclampsia,15,11,3,2,4,intermediate,True,none
S01189,F002,F002 Facility,Bungoma,M007,P050,nurse_midwife,2025-06-02,simulation_drill,routine_delivery,11,5,5,2,2,beginner,True,repeat_drill
S01190,F026,F026 Facility,Kiambu,M008,P054,clinical_officer,2024-04-02,CME_session,sepsis,11,5,5,2,5,beginner,True,repeat_drill
S01191,F019,F019 Facility,Bungoma,M013,P023,clinical_officer,2025-01-23,bedside_coaching,PPH,15,12,4,2,5,intermediate,True,none
S01192,F026,F026 Facility,Machakos,M016,P006,nurse_midwife,2025-03-31,simulation_drill,eclampsia,14,11,2,3,5,intermediate,True,none
S01193,F003,F003 Facility,Machakos,M020,P103,clinical_officer,2024-01-20,CME_session,sepsis,9,6,3,5,3,intermediate,True,none
S01194,F004,F004 Facility,Bungoma,M019,P080,nurse_midwife,2025-07-21,bedside_coaching,eclampsia,15,8,5,5,5,beginner,True,repeat_drill
S01195,F024,F024 Facility,Kiambu,M001,P042,clinical_officer,2025-07-08,bedside_coaching,PPH,15,13,3,2,5,advanced,False,none
S01196,F004,F004 Facility,Machakos,M008,P061,nurse_midwife,2024-04-18,bedside_coaching,neonatal_resuscitation,14,13,5,5,2,advanced,False,none
S01197,F030,F030 Facility,Kisumu,M005,P098,clinical_officer,2025-07-22,simulation_drill,eclampsia,16,16,4,3,3,advanced,False,none
S01198,F023,F023 Facility,Kiambu,M014,P065,clinical_officer,2024-09-29,simulation_drill,PPH,15,13,4,2,2,advanced,False,none
S01199,F030,F030 Facility,Machakos,M019,P094,nurse_midwife,2024-05-18,CME_session,eclampsia,14,5,5,5,4,beginner,True,repeat_drill
S01200,F013,F013 Facility,Kisumu,M018,P090,nurse_midwife,2025-05-17,bedside_coaching,sepsis,11,10,3,3,5,advanced,False,none
S01201,F025,F025 Facility,Kakamega,M014,P099,clinical_officer,2025-03-29,simulation_drill,PPH,10,9,2,4,3,advanced,False,none
S01202,F027,F027 Facility,Murang'a,M020,P087,clinical_officer,2024-09-02,bedside_coaching,PPH,13,7,5,2,5,beginner,True,repeat_drill
S01203,F005,F005 Facility,Busia,M016,P068,clinical_officer,2025-06-18,bedside_coaching,PPH,14,11,4,5,4,intermediate,True,none
S01204,F004,F004 Facility,Murang'a,M013,P051,nurse_midwife,2024-06-06,CME_session,sepsis,9,5,3,4,4,beginner,True,repeat_drill
S01205,F004,F004 Facility,Murang'a,M020,P076,nurse_midwife,2024-03-18,CME_session,neonatal_resuscitation,13,10,2,5,2,intermediate,True,none
S01206,F002,F002 Facility,Bungoma,M001,P027,clinical_officer,2024-08-10,CME_session,eclampsia,13,11,5,3,3,intermediate,True,none
S01207,F016,F016 Facility,Kisumu,M010,P027,nurse_midwife,2024-07-08,CME_session,sepsis,8,7,2,3,5,advanced,False,none
S01208,F018,F018 Facility,Kakamega,M002,P049,nurse_midwife,2025-04-07,bedside_coaching,routine_delivery,14,7,4,4,5,beginner,True,repeat_drill
S01209,F028,F028 Facility,Nairobi,M016,P082,nurse_midwife,2024-02-14,CME_session,neonatal_resuscitation,10,5,5,4,2,beginner,True,repeat_drill
S01210,F024,F024 Facility,Nairobi,M004,P048,clinical_officer,2025-05-22,CME_session,neonatal_resuscitation,14,12,3,4,2,advanced,False,none
S01211,F021,F021 Facility,Busia,M011,P097,clinical_officer,2024-01-18,bedside_coaching,neonatal_resuscitation,12,10,5,5,4,intermediate,True,none
S01212,F010,F010 Facility,Bungoma,M004,P039,nurse_midwife,2025-08-06,bedside_coaching,neonatal_resuscitation,11,8,3,4,2,intermediate,True,none
S01213,F028,F028 Facility,Kakamega,M010,P096,clinical_officer,2024-03-22,CME_session,PPH,11,8,5,2,2,intermediate,True,none
S01214,F021,F021 Facility,Machakos,M011,P117,clinical_officer,2025-05-19,CME_session,routine_delivery,10,6,3,5,5,intermediate,True,none
S01215,F005,F005 Facility,Kakamega,M004,P114,clinical_officer,2025-07-10,CME_session,PPH,11,8,4,2,5,intermediate,True,none
S01216,F012,F012 Facility,Bungoma,M020,P020,nurse_midwife,2024-03-19,CME_session,eclampsia,9,7,5,5,4,intermediate,True,none
S01217,F016,F016 Facility,Kakamega,M017,P061,clinical_officer,2025-05-12,simulation_drill,neonatal_resuscitation,9,5,4,4,5,beginner,True,repeat_drill
S01218,F026,F026 Facility,Kiambu,M010,P085,nurse_midwife,2024-08-20,CME_session,PPH,16,12,4,2,2,intermediate,True,none
S01219,F017,F017 Facility,Bungoma,M008,P041,clinical_officer,2025-05-08,simulation_drill,neonatal_resuscitation,10,10,3,5,2,advanced,False,none
S01220,F019,F019 Facility,Murang'a,M006,P119,nurse_midwife,2024-06-03,bedside_coaching,routine_delivery,9,6,4,3,4,intermediate,True,none
S01221,F007,F007 Facility,Machakos,M014,P054,clinical_officer,2024-07-01,CME_session,PPH,12,4,5,4,5,beginner,True,repeat_drill
S01222,F014,F014 Facility,Nairobi,M017,P071,clinical_officer,2024-11-07,simulation_drill,PPH,8,6,2,2,3,intermediate,True,none
S01223,F001,F001 Facility,Kiambu,M013,P113,nurse_midwife,2024-12-09,bedside_coaching,neonatal_resuscitation,13,4,3,5,5,beginner,True,repeat_drill
S01224,F022,F022 Facility,Kiambu,M010,P118,clinical_officer,2024-05-19,CME_session,routine_delivery,12,4,5,5,4,beginner,True,repeat_drill
S01225,F024,F024 Facility,Bungoma,M020,P004,clinical_officer,2024-11-24,simulation_drill,sepsis,16,12,2,4,2,intermediate,True,none
S01226,F024,F024 Facility,Kisumu,M013,P036,nurse_midwife,2024-07-25,bedside_coaching,eclampsia,12,11,2,2,3,advanced,False,none
S01227,F006,F006 Facility,Murang'a,M018,P069,clinical_officer,2024-08-22,bedside_coaching,sepsis,9,7,2,3,4,intermediate,True,none
S01228,F012,F012 Facility,Kakamega,M020,P058,clinical_officer,2024-07-07,bedside_coaching,neonatal_resuscitation,16,11,5,2,2,intermediate,True,none
S01229,F012,F012 Facility,Bungoma,M010,P037,nurse_midwife,2024-05-29,CME_session,PPH,10,10,2,2,5,advanced,False,none
S01230,F002,F002 Facility,Bungoma,M008,P073,clinical_officer,2025-03-20,simulation_drill,eclampsia,10,10,5,2,4,advanced,False,none
S01231,F026,F026 Facility,Kiambu,M016,P034,nurse_midwife,2024-05-07,simulation_drill,PPH,8,4,5,5,2,beginner,True,repeat_drill
S01232,F002,F002 Facility,Busia,M003,P047,clinical_officer,2024-12-04,bedside_coaching,eclampsia,15,10,3,4,5,intermediate,True,none
S01233,F014,F014 Facility,Kakamega,M010,P107,clinical_officer,2025-04-12,CME_session,neonatal_resuscitation,14,7,2,4,2,beginner,True,repeat_drill
S01234,F020,F020 Facility,Nairobi,M013,P003,nurse_midwife,2024-05-11,bedside_coaching,sepsis,13,5,3,4,2,beginner,True,repeat_drill
S01235,F002,F002 Facility,Murang'a,M001,P066,clinical_officer,2024-02-04,simulation_drill,eclampsia,9,6,2,3,4,intermediate,True,none
S01236,F014,F014 Facility,Busia,M020,P096,clinical_officer,2025-07-20,CME_session,routine_delivery,15,12,5,2,5,intermediate,True,none
S01237,F010,F010 Facility,Kiambu,M020,P085,nurse_midwife,2024-01-08,bedside_coaching,eclampsia,8,6,5,5,3,intermediate,True,none
S01238,F006,F006 Facility,Kakamega,M004,P044,clinical_officer,2024-02-06,simulation_drill,neonatal_resuscitation,16,10,3,4,2,intermediate,True,none
S01239,F015,F015 Facility,Kiambu,M011,P105,clinical_officer,2024-02-11,bedside_coaching,routine_delivery,8,4,3,3,4,beginner,True,repeat_drill
S01240,F027,F027 Facility,Kakamega,M010,P063,clinical_officer,2024-03-01,bedside_coaching,eclampsia,11,10,5,4,3,advanced,False,none
S01241,F019,F019 Facility,Machakos,M007,P049,nurse_midwife,2024-09-14,CME_session,PPH,16,12,2,4,3,intermediate,True,none
S01242,F012,F012 Facility,Bungoma,M013,P046,nurse_midwife,2025-03-17,bedside_coaching,eclampsia,12,10,3,2,4,intermediate,True,none
S01243,F010,F010 Facility,Nairobi,M004,P036,nurse_midwife,2025-01-29,CME_session,eclampsia,14,11,5,3,4,intermediate,True,none
S01244,F014,F014 Facility,Murang'a,M019,P104,nurse_midwife,2024-06-07,bedside_coaching,PPH,11,4,2,5,5,beginner,True,repeat_drill
S01245,F004,F004 Facility,Kisumu,M016,P031,nurse_midwife,2025-05-10,bedside_coaching,eclampsia,13,8,2,2,4,intermediate,True,none
S01246,F005,F005 Facility,Kiambu,M020,P114,nurse_midwife,2025-03-05,simulation_drill,routine_delivery,10,9,5,2,5,advanced,False,none
S01247,F007,F007 Facility,Kisumu,M003,P004,nurse_midwife,2025-08-05,CME_session,sepsis,13,5,5,3,4,beginner,True,repeat_drill
S01248,F020,F020 Facility,Kakamega,M001,P086,clinical_officer,2024-12-30,bedside_coaching,sepsis,9,5,4,4,3,beginner,True,repeat_drill
S01249,F015,F015 Facility,Busia,M009,P020,nurse_midwife,2025-01-10,bedside_coaching,eclampsia,8,7,4,2,5,advanced,False,none
S01250,F001,F001 Facility,Murang'a,M020,P011,clinical_officer,2024-09-28,simulation_drill,eclampsia,9,5,2,4,4,beginner,True,repeat_drill
S01251,F027,F027 Facility,Kakamega,M016,P092,clinical_officer,2024-04-15,bedside_coaching,neonatal_resuscitation,8,4,5,4,3,beginner,True,repeat_drill
S01252,F005,F005 Facility,Kisumu,M016,P010,nurse_midwife,2024-01-10,bedside_coaching,neonatal_resuscitation,13,6,4,2,2,beginner,True,repeat_drill
S01253,F010,F010 Facility,Bungoma,M016,P066,nurse_midwife,2024-05-14,CME_session,routine_delivery,10,10,4,4,3,advanced,False,none
S01254,F017,F017 Facility,Kiambu,M004,P116,clinical_officer,2025-03-20,simulation_drill,neonatal_resuscitation,10,10,2,2,3,advanced,False,none
S01255,F024,F024 Facility,Bungoma,M003,P061,nurse_midwife,2024-03-18,bedside_coaching,PPH,16,11,4,5,4,intermediate,True,none
S01256,F009,F009 Facility,Nairobi,M009,P088,nurse_midwife,2024-04-02,CME_session,eclampsia,8,5,3,3,5,intermediate,True,none
S01257,F010,F010 Facility,Machakos,M006,P039,clinical_officer,2025-01-02,simulation_drill,eclampsia,11,6,3,4,5,beginner,True,repeat_drill
S01258,F014,F014 Facility,Kakamega,M007,P020,clinical_officer,2024-07-23,CME_session,sepsis,13,8,5,4,3,intermediate,True,none
S01259,F006,F006 Facility,Bungoma,M010,P071,clinical_officer,2024-09-04,bedside_coaching,PPH,15,6,4,4,4,beginner,True,repeat_drill
S01260,F024,F024 Facility,Bungoma,M011,P044,nurse_midwife,2025-05-30,bedside_coaching,neonatal_resuscitation,10,7,4,4,2,intermediate,True,none
S01261,F024,F024 Facility,Nairobi,M015,P088,clinical_officer,2024-10-07,CME_session,routine_delivery,11,7,4,4,3,intermediate,True,none
S01262,F023,F023 Facility,Kiambu,M002,P104,nurse_midwife,2024-05-28,CME_session,PPH,9,4,3,2,5,beginner,True,repeat_drill
S01263,F004,F004 Facility,Busia,M003,P098,clinical_officer,2024-07-30,CME_session,PPH,14,7,2,3,3,beginner,True,repeat_drill
S01264,F007,F007 Facility,Kiambu,M005,P084,nurse_midwife,2024-01-02,simulation_drill,sepsis,10,8,4,5,2,intermediate,True,none
S01265,F029,F029 Facility,Nairobi,M010,P005,clinical_officer,2024-09-08,CME_session,PPH,13,10,2,5,5,intermediate,True,none
S01266,F014,F014 Facility,Kisumu,M011,P109,nurse_midwife,2024-09-11,bedside_coaching,eclampsia,16,14,3,3,3,advanced,False,none
S01267,F030,F030 Facility,Murang'a,M019,P045,clinical_officer,2025-08-04,CME_session,neonatal_resuscitation,14,9,5,4,3,intermediate,True,none
S01268,F001,F001 Facility,Kisumu,M017,P047,nurse_midwife,2025-04-23,simulation_drill,eclampsia,12,10,4,5,2,intermediate,True,none
S01269,F014,F014 Facility,Machakos,M006,P054,nurse_midwife,2025-01-08,simulation_drill,eclampsia,8,6,3,2,5,intermediate,True,none
S01270,F014,F014 Facility,Machakos,M002,P063,nurse_midwife,2024-03-12,simulation_drill,PPH,15,7,2,4,2,beginner,True,repeat_drill
S01271,F016,F016 Facility,Kisumu,M005,P019,clinical_officer,2024-05-10,CME_session,neonatal_resuscitation,16,12,4,3,2,intermediate,True,none
S01272,F016,F016 Facility,Kisumu,M016,P027,clinical_officer,2024-02-24,bedside_coaching,eclampsia,16,13,5,5,5,intermediate,True,none
S01273,F015,F015 Facility,Busia,M016,P114,nurse_midwife,2025-03-28,CME_session,sepsis,8,6,5,3,2,intermediate,True,none
S01274,F007,F007 Facility,Bungoma,M019,P119,clinical_officer,2025-02-17,CME_session,neonatal_resuscitation,15,7,2,2,3,beginner,True,repeat_drill
S01275,F007,F007 Facility,Kisumu,M006,P026,clinical_officer,2025-04-17,simulation_drill,routine_delivery,15,12,3,4,2,intermediate,True,none
S01276,F014,F014 Facility,Machakos,M012,P087,nurse_midwife,2025-02-09,bedside_coaching,neonatal_resuscitation,14,8,2,4,5,beginner,True,repeat_drill
S01277,F026,F026 Facility,Busia,M019,P094,clinical_officer,2024-05-04,CME_session,routine_delivery,15,9,3,5,2,intermediate,True,none
S01278,F018,F018 Facility,Nairobi,M015,P077,clinical_officer,2024-10-18,bedside_coaching,routine_delivery,11,5,2,5,4,beginner,True,repeat_drill
S01279,F027,F027 Facility,Kisumu,M008,P077,nurse_midwife,2024-07-05,bedside_coaching,neonatal_resuscitation,10,8,3,4,2,intermediate,True,none
S01280,F029,F029 Facility,Nairobi,M019,P089,clinical_officer,2024-07-24,CME_session,sepsis,11,6,5,2,3,beginner,True,repeat_drill
S01281,F016,F016 Facility,Busia,M005,P114,nurse_midwife,2024-12-12,CME_session,eclampsia,8,4,5,3,2,beginner,True,repeat_drill
S01282,F007,F007 Facility,Machakos,M014,P060,clinical_officer,2024-08-17,CME_session,sepsis,16,11,2,4,3,intermediate,True,none
S01283,F008,F008 Facility,Bungoma,M004,P120,clinical_officer,2024-11-20,simulation_drill,sepsis,10,10,2,4,5,advanced,False,none
S01284,F003,F003 Facility,Nairobi,M008,P011,nurse_midwife,2024-10-09,simulation_drill,routine_delivery,14,9,5,5,3,intermediate,True,none
S01285,F025,F025 Facility,Nairobi,M018,P094,clinical_officer,2024-07-28,CME_session,sepsis,15,9,4,5,2,intermediate,True,none
S01286,F002,F002 Facility,Busia,M015,P059,clinical_officer,2024-05-05,bedside_coaching,sepsis,16,5,4,4,3,beginner,True,repeat_drill
S01287,F008,F008 Facility,Kiambu,M002,P038,nurse_midwife,2024-10-18,CME_session,PPH,14,7,4,5,3,beginner,True,repeat_drill
S01288,F008,F008 Facility,Murang'a,M008,P015,clinical_officer,2025-05-25,simulation_drill,routine_delivery,11,10,2,2,3,advanced,False,none
S01289,F015,F015 Facility,Machakos,M002,P095,clinical_officer,2024-05-01,CME_session,routine_delivery,12,10,4,2,3,intermediate,True,none
S01290,F002,F002 Facility,Busia,M005,P077,nurse_midwife,2024-01-09,simulation_drill,neonatal_resuscitation,12,7,3,2,4,beginner,True,repeat_drill
S01291,F030,F030 Facility,Busia,M019,P088,nurse_midwife,2024-06-07,bedside_coaching,eclampsia,8,6,2,3,2,intermediate,True,none
S01292,F016,F016 Facility,Murang'a,M014,P101,clinical_officer,2024-05-31,CME_session,routine_delivery,15,7,4,5,2,beginner,True,repeat_drill
S01293,F005,F005 Facility,Kisumu,M004,P109,nurse_midwife,2024-07-12,simulation_drill,PPH,15,15,5,2,3,advanced,False,none
S01294,F002,F002 Facility,Machakos,M003,P012,clinical_officer,2024-01-23,simulation_drill,PPH,13,10,4,3,2,intermediate,True,none
S01295,F017,F017 Facility,Nairobi,M015,P108,clinical_officer,2024-03-14,bedside_coaching,sepsis,12,4,2,3,3,beginner,True,repeat_drill
S01296,F008,F008 Facility,Machakos,M009,P018,nurse_midwife,2024-07-29,CME_session,PPH,11,7,5,5,2,intermediate,True,none
S01297,F030,F030 Facility,Bungoma,M009,P021,clinical_officer,2025-03-01,bedside_coaching,sepsis,10,6,4,5,2,intermediate,True,none
S01298,F016,F016 Facility,Bungoma,M009,P113,nurse_midwife,2025-02-22,simulation_drill,neonatal_resuscitation,10,6,2,3,2,intermediate,True,none
S01299,F010,F010 Facility,Machakos,M004,P016,clinical_officer,2024-03-11,simulation_drill,sepsis,9,5,4,4,4,beginner,True,repeat_drill
S01300,F017,F017 Facility,Machakos,M019,P033,nurse_midwife,2024-05-10,bedside_coaching,neonatal_resuscitation,8,6,4,2,5,intermediate,True,none
S01301,F004,F004 Facility,Kakamega,M015,P001,nurse_midwife,2024-08-11,CME_session,routine_delivery,14,9,5,3,3,intermediate,True,none
S01302,F021,F021 Facility,Murang'a,M013,P057,clinical_officer,2024-01-26,CME_session,routine_delivery,10,7,4,3,4,intermediate,True,none
S01303,F005,F005 Facility,Kisumu,M004,P025,clinical_officer,2025-05-27,CME_session,PPH,9,7,3,2,4,intermediate,True,none
S01304,F012,F012 Facility,Kisumu,M019,P080,nurse_midwife,2024-01-02,CME_session,sepsis,10,8,2,3,2,intermediate,True,none
S01305,F025,F025 Facility,Kiambu,M017,P004,clinical_officer,2024-03-11,simulation_drill,eclampsia,14,7,2,3,5,beginner,True,repeat_drill
S01306,F004,F004 Facility,Nairobi,M004,P007,nurse_midwife,2025-08-08,bedside_coaching,sepsis,8,7,4,5,5,advanced,False,none
S01307,F015,F015 Facility,Nairobi,M007,P014,clinical_officer,2024-08-26,CME_session,routine_delivery,11,8,3,4,3,intermediate,True,none
S01308,F012,F012 Facility,Kisumu,M001,P070,clinical_officer,2025-03-26,bedside_coaching,sepsis,15,10,2,5,5,intermediate,True,none
S01309,F004,F004 Facility,Kisumu,M017,P074,clinical_officer,2024-09-15,simulation_drill,eclampsia,13,11,3,4,5,intermediate,True,none
S01310,F019,F019 Facility,Bungoma,M004,P042,clinical_officer,2024-01-02,CME_session,routine_delivery,11,6,3,3,5,beginner,True,repeat_drill
S01311,F007,F007 Facility,Kakamega,M005,P056,nurse_midwife,2024-01-20,bedside_coaching,routine_delivery,11,6,3,4,2,beginner,True,repeat_drill
S01312,F004,F004 Facility,Kisumu,M007,P070,nurse_midwife,2024-02-21,simulation_drill,routine_delivery,10,5,5,3,3,beginner,True,repeat_drill
S01313,F023,F023 Facility,Machakos,M004,P044,nurse_midwife,2024-12-15,CME_session,routine_delivery,12,11,5,5,3,advanced,False,none
S01314,F020,F020 Facility,Nairobi,M019,P058,nurse_midwife,2025-06-16,simulation_drill,routine_delivery,11,5,4,4,2,beginner,True,repeat_drill
S01315,F015,F015 Facility,Murang'a,M019,P003,clinical_officer,2025-04-03,CME_session,eclampsia,12,5,4,5,5,beginner,True,repeat_drill
S01316,F023,F023 Facility,Busia,M003,P043,clinical_officer,2024-06-04,CME_session,eclampsia,13,11,5,2,4,intermediate,True,none
S01317,F012,F012 Facility,Busia,M002,P093,clinical_officer,2024-08-27,bedside_coaching,routine_delivery,15,6,2,5,4,beginner,True,repeat_drill
S01318,F008,F008 Facility,Kisumu,M002,P014,clinical_officer,2025-05-15,bedside_coaching,sepsis,11,8,2,3,4,intermediate,True,none
S01319,F030,F030 Facility,Kakamega,M008,P081,nurse_midwife,2024-04-20,simulation_drill,sepsis,9,5,2,5,3,beginner,True,repeat_drill
S01320,F029,F029 Facility,Bungoma,M014,P083,nurse_midwife,2025-05-23,simulation_drill,neonatal_resuscitation,14,6,4,5,2,beginner,True,repeat_drill
S01321,F027,F027 Facility,Bungoma,M001,P059,nurse_midwife,2025-03-18,simulation_drill,eclampsia,15,9,3,4,3,intermediate,True,none
S01322,F014,F014 Facility,Kisumu,M015,P044,clinical_officer,2025-02-21,CME_session,routine_delivery,13,11,2,2,3,intermediate,True,none
S01323,F027,F027 Facility,Nairobi,M011,P088,clinical_officer,2024-12-20,simulation_drill,PPH,8,6,4,2,5,intermediate,True,none
S01324,F026,F026 Facility,Kakamega,M007,P068,clinical_officer,2024-06-10,CME_session,sepsis,11,11,2,5,4,advanced,False,none
S01325,F020,F020 Facility,Murang'a,M006,P037,nurse_midwife,2024-07-18,CME_session,neonatal_resuscitation,11,8,4,3,3,intermediate,True,none
S01326,F023,F023 Facility,Machakos,M004,P096,clinical_officer,2024-03-05,simulation_drill,sepsis,16,13,3,5,2,intermediate,True,none
S01327,F023,F023 Facility,Kiambu,M019,P104,nurse_midwife,2025-07-10,simulation_drill,routine_delivery,16,12,4,4,3,intermediate,True,none
S01328,F009,F009 Facility,Kisumu,M018,P037,nurse_midwife,2024-08-11,CME_session,neonatal_resuscitation,15,5,2,4,5,beginner,True,repeat_drill
S01329,F026,F026 Facility,Nairobi,M003,P073,nurse_midwife,2024-04-26,CME_session,sepsis,12,12,3,3,3,advanced,False,none
S01330,F024,F024 Facility,Murang'a,M011,P007,clinical_officer,2024-05-23,simulation_drill,eclampsia,13,7,4,4,2,beginner,True,repeat_drill
S01331,F022,F022 Facility,Kisumu,M020,P070,nurse_midwife,2024-09-05,simulation_drill,eclampsia,11,10,5,5,3,advanced,False,none
S01332,F022,F022 Facility,Murang'a,M018,P021,clinical_officer,2025-08-05,CME_session,routine_delivery,13,5,2,4,2,beginner,True,repeat_drill
S01333,F011,F011 Facility,Kisumu,M014,P063,clinical_officer,2025-02-17,bedside_coaching,eclampsia,9,7,3,5,3,intermediate,True,none
S01334,F002,F002 Facility,Nairobi,M010,P060,nurse_midwife,2024-10-11,CME_session,sepsis,14,8,2,4,3,beginner,True,repeat_drill
S01335,F017,F017 Facility,Nairobi,M020,P014,nurse_midwife,2024-10-25,CME_session,neonatal_resuscitation,12,11,5,5,3,advanced,False,none
S01336,F007,F007 Facility,Busia,M008,P066,nurse_midwife,2024-09-17,bedside_coaching,PPH,15,15,2,3,2,advanced,False,none
S01337,F007,F007 Facility,Busia,M019,P014,nurse_midwife,2025-05-19,CME_session,routine_delivery,14,5,5,2,4,beginner,True,repeat_drill
S01338,F015,F015 Facility,Busia,M017,P007,nurse_midwife,2025-05-14,CME_session,PPH,11,4,3,5,3,beginner,True,repeat_drill
S01339,F027,F027 Facility,Machakos,M017,P037,nurse_midwife,2025-07-31,simulation_drill,eclampsia,13,10,3,3,3,intermediate,True,none
S01340,F003,F003 Facility,Kiambu,M017,P055,nurse_midwife,2025-07-22,bedside_coaching,sepsis,11,11,2,5,2,advanced,False,none
S01341,F020,F020 Facility,Kakamega,M006,P099,clinical_officer,2024-03-31,bedside_coaching,routine_delivery,9,7,4,4,4,intermediate,True,none
S01342,F023,F023 Facility,Murang'a,M003,P081,nurse_midwife,2024-12-23,simulation_drill,neonatal_resuscitation,14,14,2,4,3,advanced,False,none
S01343,F010,F010 Facility,Busia,M007,P006,nurse_midwife,2024-02-21,bedside_coaching,routine_delivery,12,8,3,4,4,intermediate,True,none
S01344,F013,F013 Facility,Kisumu,M001,P108,clinical_officer,2024-06-21,bedside_coaching,sepsis,9,7,4,4,3,intermediate,True,none
S01345,F024,F024 Facility,Murang'a,M019,P076,nurse_midwife,2025-03-27,CME_session,PPH,14,7,3,5,2,beginner,True,repeat_drill
S01346,F011,F011 Facility,Machakos,M016,P110,nurse_midwife,2024-05-22,bedside_coaching,eclampsia,10,7,5,2,5,intermediate,True,none
S01347,F004,F004 Facility,Bungoma,M018,P107,nurse_midwife,2024-12-13,CME_session,PPH,16,5,5,2,2,beginner,True,repeat_drill
S01348,F025,F025 Facility,Kisumu,M011,P002,nurse_midwife,2024-11-17,bedside_coaching,routine_delivery,10,8,3,4,4,intermediate,True,none
S01349,F006,F006 Facility,Kiambu,M011,P061,clinical_officer,2024-04-03,bedside_coaching,neonatal_resuscitation,9,7,4,2,2,intermediate,True,none
